publication_number,speech,vision,nlp,kr,evo,ml,planning,hardware,comments,examiner_id
US-5154797-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008016020-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,2
US-8533172-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,weak,2
US-8752011-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-7700160-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6059949-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4253434-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6411083-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2012285274-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5566642-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012022853-A1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8051028-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-6353766-B1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,2
US-2014270482-A1,not_AI,AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-9015047-B1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4223410-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4488849-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8773417-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4270801-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-10009640-B1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018004558-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2006070461-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014359499-A1,not_AI,AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-2018322390-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2006068458-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7358365-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013018649-A1,AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-9852177-B1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,speech not explicit,2
US-2018259608-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-7274762-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5174925-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7041726-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4078206-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5812994-A,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-8302662-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6371177-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6516582-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8598251-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6018730-A,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-5643553-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8594373-B2,not_AI,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-9938654-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7808566-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013220715-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7364158-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011098999-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2012285634-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9360753-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9185307-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak,2
US-8626687-B2,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2018275652-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2012179827-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak,2
US-2017207946-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4566006-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005194868-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8688643-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2016163726-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018150760-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,AI,"emulated, weak control and hardware",2
US-7166669-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9276417-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak,2
US-2018165575-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2018008225-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,weak,2
US-9529614-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5265274-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7027077-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2004059565-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,2
US-5842247-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6511818-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5287122-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2003167813-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7489440-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014032219-A1,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-6957044-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak modeling,2
US-2018345951-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2012317611-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2005185063-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8764473-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5579484-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,neural network not in claims,2
US-2015217050-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012323833-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2009124872-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012130714-A1,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-5412256-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2011136291-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007061529-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8920762-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017215806-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2015060083-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017309869-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4232521-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7399688-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6681215-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,weak knowledge processing,2
US-6562743-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2010273548-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2006215283-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7647853-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013204922-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2011296936-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5178680-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2002030818-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009269134-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007164273-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015324689-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-4810642-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2010065283-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9141296-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009086019-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016105659-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015286192-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,2
US-2010037834-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9827224-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8862910-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,weak ML,2
US-2012005290-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015167685-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4280912-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8400140-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5544798-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007288015-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4683633-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018314964-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-2016012033-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018307218-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,2
US-5619614-A,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,2
US-2013178172-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9477136-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2005056165-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2006230008-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-9492802-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5267543-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9908805-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009324958-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016034809-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-5788749-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015253798-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016052642-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2002030823-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017312742-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009214391-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9694044-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016224888-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-6458473-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4695400-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8343031-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak control,2
US-5824305-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014132429-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-9963503-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8061785-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018228294-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018121320-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012261029-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4430819-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7295032-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2010310157-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-5529525-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014004006-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017031815-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7377091-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011240004-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2010101690-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018157969-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2011208689-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-5614413-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018032869-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-9251730-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012179454-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011073096-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8436413-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007216790-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017300807-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2016103932-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-2015113092-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,weak planning,2
US-5495855-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014205285-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9206987-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5222048-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018130528-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014274146-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-10042621-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5497379-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak control,2
US-2004090179-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6067535-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2007015180-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011045752-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012085498-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012120273-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014024910-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012259633-A1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8951178-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014306972-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008240046-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9415496-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009110648-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005205763-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8993268-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2006215802-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4749926-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2017116985-A1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6915401-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013143687-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013297501-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016050221-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,weak NLP,2
US-9941387-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005173946-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8251117-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5091154-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6024823-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2004113144-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5097315-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9053430-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-6236635-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012092738-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016086058-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2013317806-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-8866983-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008182012-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007280536-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-5232577-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005034608-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak control,2
US-9986591-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4641154-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015080611-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9999121-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5595366-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7395475-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9965777-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,weak,2
US-5012757-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6171158-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8125854-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009104252-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2006239390-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2010112061-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7252534-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5065339-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2007134436-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2002049595-A1,AI,AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014156563-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-4471592-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018181088-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,2
US-2017115010-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6145089-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-8168886-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018139153-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2016089496-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9367288-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-4651816-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4017141-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015320856-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013167071-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,weak,2
US-2013037262-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013058430-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8040273-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005182330-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014358545-A1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-10074876-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-4430944-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017054735-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-5185816-A,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-2013295225-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4634283-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5761637-A,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2015212836-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8000955-B2,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,3
US-2006070461-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-4240208-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018110502-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-7331211-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2014246990-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2008257976-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011072142-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2014032457-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,,3
US-2005081986-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2016293354-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
